"SEGMENT","POSITION","FIELD","PARENT_FIELD","TABLE","NAME","DESCRIPTION"
04,223,PCT0170001,NA,PCT017,"Total","Total"
04,224,PCT0170002,PCT0170001,PCT017,"Household has three or more generations","Total: Household has three or more generations"
04,225,PCT0170003,PCT0170001,PCT017,"Household does not have three or more generations","Total: Household does not have three or more generations"
04,226,PCT0180001,NA,PCT018,"Total","Total"
04,227,PCT0180002,PCT0180001,PCT018,"Households with one or more nonrelatives","Total: Households with one or more nonrelatives"
04,228,PCT0180003,PCT0180001,PCT018,"Households with no nonrelatives","Total: Households with no nonrelatives"
05,1,FILEID,NA,HEAD,"File Identification","File Identification"
05,2,STUSAB,NA,HEAD,"State/US-Abbreviation (USPS)","State/US-Abbreviation (USPS)"
05,3,CHARITER,NA,HEAD,"Characteristic iteration","Characteristic iteration"
05,4,CIFSN,NA,HEAD,"Characteristic Iteration File Sequence Number","Characteristic Iteration File Sequence Number"
05,5,LOGRECNO,NA,HEAD,"Logical Record Number","Logical Record Number"
05,6,PCT0190001,NA,PCT019,"Total","Total"
05,7,PCT0190002,PCT0190001,PCT019,"Husband-wife households","Total: Husband-wife households"
05,8,PCT0190003,PCT0190002,PCT019,"Male householder","Total: Husband-wife households: Male householder"
05,9,PCT0190004,PCT0190003,PCT019,"With related children under 18 years","Total: Husband-wife households: Male householder: With related children under 18 years"
05,10,PCT0190005,PCT0190004,PCT019,"With own children under 18 years","Total: Husband-wife households: Male householder: With related children under 18 years: With own children under 18 years"
05,11,PCT0190006,PCT0190004,PCT019,"No own children under 18 years","Total: Husband-wife households: Male householder: With related children under 18 years: No own children under 18 years"
05,12,PCT0190007,PCT0190003,PCT019,"No related children under 18 years","Total: Husband-wife households: Male householder: No related children under 18 years"
05,13,PCT0190008,PCT0190002,PCT019,"Female householder","Total: Husband-wife households: Female householder"
05,14,PCT0190009,PCT0190008,PCT019,"With related children under 18 years","Total: Husband-wife households: Female householder: With related children under 18 years"
05,15,PCT0190010,PCT0190009,PCT019,"With own children under 18 years","Total: Husband-wife households: Female householder: With related children under 18 years: With own children under 18 years"
05,16,PCT0190011,PCT0190009,PCT019,"No own children under 18 years","Total: Husband-wife households: Female householder: With related children under 18 years: No own children under 18 years"
05,17,PCT0190012,PCT0190008,PCT019,"No related children under 18 years","Total: Husband-wife households: Female householder: No related children under 18 years"
05,18,PCT0190013,PCT0190001,PCT019,"Unmarried-partner households","Total: Unmarried-partner households"
05,19,PCT0190014,PCT0190013,PCT019,"Male householder and male partner","Total: Unmarried-partner households: Male householder and male partner"
05,20,PCT0190015,PCT0190014,PCT019,"With related children under 18 years","Total: Unmarried-partner households: Male householder and male partner: With related children under 18 years"
05,21,PCT0190016,PCT0190015,PCT019,"With own children under 18 years","Total: Unmarried-partner households: Male householder and male partner: With related children under 18 years: With own children under 18 years"
05,22,PCT0190017,PCT0190015,PCT019,"No own children under 18 years","Total: Unmarried-partner households: Male householder and male partner: With related children under 18 years: No own children under 18 years"
05,23,PCT0190018,PCT0190014,PCT019,"No related children under 18 years","Total: Unmarried-partner households: Male householder and male partner: No related children under 18 years"
05,24,PCT0190019,PCT0190013,PCT019,"Male householder and female partner","Total: Unmarried-partner households: Male householder and female partner"
05,25,PCT0190020,PCT0190019,PCT019,"With related children under 18 years","Total: Unmarried-partner households: Male householder and female partner: With related children under 18 years"
05,26,PCT0190021,PCT0190020,PCT019,"With own children under 18 years","Total: Unmarried-partner households: Male householder and female partner: With related children under 18 years: With own children under 18 years"
05,27,PCT0190022,PCT0190020,PCT019,"No own children under 18 years","Total: Unmarried-partner households: Male householder and female partner: With related children under 18 years: No own children under 18 years"
05,28,PCT0190023,PCT0190019,PCT019,"No related children under 18 years","Total: Unmarried-partner households: Male householder and female partner: No related children under 18 years"
05,29,PCT0190024,PCT0190013,PCT019,"Female householder and female partner","Total: Unmarried-partner households: Female householder and female partner"
05,30,PCT0190025,PCT0190024,PCT019,"With related children under 18 years","Total: Unmarried-partner households: Female householder and female partner: With related children under 18 years"
05,31,PCT0190026,PCT0190025,PCT019,"With own children under 18 years","Total: Unmarried-partner households: Female householder and female partner: With related children under 18 years: With own children under 18 years"
05,32,PCT0190027,PCT0190025,PCT019,"No own children under 18 years","Total: Unmarried-partner households: Female householder and female partner: With related children under 18 years: No own children under 18 years"
05,33,PCT0190028,PCT0190024,PCT019,"No related children under 18 years","Total: Unmarried-partner households: Female householder and female partner: No related children under 18 years"
05,34,PCT0190029,PCT0190013,PCT019,"Female householder and male partner","Total: Unmarried-partner households: Female householder and male partner"
05,35,PCT0190030,PCT0190029,PCT019,"With related children under 18 years","Total: Unmarried-partner households: Female householder and male partner: With related children under 18 years"
05,36,PCT0190031,PCT0190030,PCT019,"With own children under 18 years","Total: Unmarried-partner households: Female householder and male partner: With related children under 18 years: With own children under 18 years"
05,37,PCT0190032,PCT0190030,PCT019,"No own children under 18 years","Total: Unmarried-partner households: Female householder and male partner: With related children under 18 years: No own children under 18 years"
05,38,PCT0190033,PCT0190029,PCT019,"No related children under 18 years","Total: Unmarried-partner households: Female householder and male partner: No related children under 18 years"
05,39,PCT0190034,PCT0190001,PCT019,"All other households","Total: All other households"
05,40,PCT0200001,NA,PCT020,"Total","Total"
05,41,PCT0200002,PCT0200001,PCT020,"Family households","Total: Family households"
05,42,PCT0200003,PCT0200002,PCT020,"2-person household","Total: Family households: 2-person household"
05,43,PCT0200004,PCT0200002,PCT020,"3-person household","Total: Family households: 3-person household"
05,44,PCT0200005,PCT0200002,PCT020,"4-person household","Total: Family households: 4-person household"
05,45,PCT0200006,PCT0200002,PCT020,"5-person household","Total: Family households: 5-person household"
05,46,PCT0200007,PCT0200002,PCT020,"6-person household","Total: Family households: 6-person household"
05,47,PCT0200008,PCT0200002,PCT020,"7-or-more-person household","Total: Family households: 7-or-more-person household"
05,48,PCT0200009,PCT0200001,PCT020,"Nonfamily households","Total: Nonfamily households"
05,49,PCT0200010,PCT0200009,PCT020,"1-person household","Total: Nonfamily households: 1-person household"
05,50,PCT0200011,PCT0200009,PCT020,"2-person household","Total: Nonfamily households: 2-person household"
05,51,PCT0200012,PCT0200009,PCT020,"3-person household","Total: Nonfamily households: 3-person household"
05,52,PCT0200013,PCT0200009,PCT020,"4-person household","Total: Nonfamily households: 4-person household"
05,53,PCT0200014,PCT0200009,PCT020,"5-person household","Total: Nonfamily households: 5-person household"
05,54,PCT0200015,PCT0200009,PCT020,"6-person household","Total: Nonfamily households: 6-person household"
05,55,PCT0200016,PCT0200009,PCT020,"7-or-more-person household","Total: Nonfamily households: 7-or-more-person household"
05,56,PCT0210001,NA,PCT021,"Total","Total"
05,57,PCT0210002,PCT0210001,PCT021,"Family households","Total: Family households"
05,58,PCT0210003,PCT0210002,PCT021,"Husband-wife family","Total: Family households: Husband-wife family"
05,59,PCT0210004,PCT0210003,PCT021,"With no children under 18 years","Total: Family households: Husband-wife family: With no children under 18 years"
05,60,PCT0210005,PCT0210003,PCT021,"With one child under 18 years","Total: Family households: Husband-wife family: With one child under 18 years"
05,61,PCT0210006,PCT0210003,PCT021,"With two children under 18 years","Total: Family households: Husband-wife family: With two children under 18 years"
05,62,PCT0210007,PCT0210003,PCT021,"With three children under 18 years","Total: Family households: Husband-wife family: With three children under 18 years"
05,63,PCT0210008,PCT0210003,PCT021,"With four or more children under 18 years","Total: Family households: Husband-wife family: With four or more children under 18 years"
05,64,PCT0210009,PCT0210002,PCT021,"Male householder, no wife present","Total: Family households: Male householder, no wife present"
05,65,PCT0210010,PCT0210009,PCT021,"With no children under 18 years","Total: Family households: Male householder, no wife present: With no children under 18 years"
05,66,PCT0210011,PCT0210009,PCT021,"With one child under 18 years","Total: Family households: Male householder, no wife present: With one child under 18 years"
05,67,PCT0210012,PCT0210009,PCT021,"With two children under 18 years","Total: Family households: Male householder, no wife present: With two children under 18 years"
05,68,PCT0210013,PCT0210009,PCT021,"With three children under 18 years","Total: Family households: Male householder, no wife present: With three children under 18 years"
05,69,PCT0210014,PCT0210009,PCT021,"With four or more children under 18 years","Total: Family households: Male householder, no wife present: With four or more children under 18 years"
05,70,PCT0210015,PCT0210002,PCT021,"Female householder, no husband present","Total: Family households: Female householder, no husband present"
05,71,PCT0210016,PCT0210015,PCT021,"With no children under 18 years","Total: Family households: Female householder, no husband present: With no children under 18 years"
05,72,PCT0210017,PCT0210015,PCT021,"With one child under 18 years","Total: Family households: Female householder, no husband present: With one child under 18 years"
05,73,PCT0210018,PCT0210015,PCT021,"With two children under 18 years","Total: Family households: Female householder, no husband present: With two children under 18 years"
05,74,PCT0210019,PCT0210015,PCT021,"With three children under 18 years","Total: Family households: Female householder, no husband present: With three children under 18 years"
05,75,PCT0210020,PCT0210015,PCT021,"With four or more children under 18 years","Total: Family households: Female householder, no husband present: With four or more children under 18 years"
05,76,PCT0210021,PCT0210001,PCT021,"Nonfamily households","Total: Nonfamily households"
05,77,PCT0210022,PCT0210021,PCT021,"With no children under 18 years","Total: Nonfamily households: With no children under 18 years"
05,78,PCT0210023,PCT0210021,PCT021,"With one child under 18 years","Total: Nonfamily households: With one child under 18 years"
05,79,PCT0210024,PCT0210021,PCT021,"With two children under 18 years","Total: Nonfamily households: With two children under 18 years"
05,80,PCT0210025,PCT0210021,PCT021,"With three children under 18 years","Total: Nonfamily households: With three children under 18 years"
05,81,PCT0210026,PCT0210021,PCT021,"With four or more children under 18 years","Total: Nonfamily households: With four or more children under 18 years"
05,82,PCT0220001,NA,PCT022,"Total","Total"
05,83,PCT0220002,PCT0220001,PCT022,"In households","Total: In households"
05,84,PCT0220003,PCT0220002,PCT022,"In family households","Total: In households: In family households"
05,85,PCT0220004,PCT0220003,PCT022,"Householder","Total: In households: In family households: Householder"
05,86,PCT0220005,PCT0220004,PCT022,"Male","Total: In households: In family households: Householder: Male"
05,87,PCT0220006,PCT0220004,PCT022,"Female","Total: In households: In family households: Householder: Female"
05,88,PCT0220007,PCT0220003,PCT022,"Spouse","Total: In households: In family households: Spouse"
05,89,PCT0220008,PCT0220003,PCT022,"Biological child","Total: In households: In family households: Biological child"
05,90,PCT0220009,PCT0220003,PCT022,"Adopted child","Total: In households: In family households: Adopted child"
05,91,PCT0220010,PCT0220003,PCT022,"Stepchild","Total: In households: In family households: Stepchild"
05,92,PCT0220011,PCT0220003,PCT022,"Grandchild","Total: In households: In family households: Grandchild"
05,93,PCT0220012,PCT0220003,PCT022,"Brother or sister","Total: In households: In family households: Brother or sister"
05,94,PCT0220013,PCT0220003,PCT022,"Parent","Total: In households: In family households: Parent"
05,95,PCT0220014,PCT0220003,PCT022,"Parent-in-law","Total: In households: In family households: Parent-in-law"
05,96,PCT0220015,PCT0220003,PCT022,"Son-in-law or daughter-in-law","Total: In households: In family households: Son-in-law or daughter-in-law"
05,97,PCT0220016,PCT0220003,PCT022,"Other relatives","Total: In households: In family households: Other relatives"
05,98,PCT0220017,PCT0220003,PCT022,"Nonrelatives","Total: In households: In family households: Nonrelatives"
05,99,PCT0220018,PCT0220002,PCT022,"In nonfamily households","Total: In households: In nonfamily households"
05,100,PCT0220019,PCT0220018,PCT022,"Male householder","Total: In households: In nonfamily households: Male householder"
05,101,PCT0220020,PCT0220019,PCT022,"Living alone","Total: In households: In nonfamily households: Male householder: Living alone"
05,102,PCT0220021,PCT0220019,PCT022,"Not living alone","Total: In households: In nonfamily households: Male householder: Not living alone"
05,103,PCT0220022,PCT0220018,PCT022,"Female householder","Total: In households: In nonfamily households: Female householder"
05,104,PCT0220023,PCT0220022,PCT022,"Living alone","Total: In households: In nonfamily households: Female householder: Living alone"
05,105,PCT0220024,PCT0220022,PCT022,"Not living alone","Total: In households: In nonfamily households: Female householder: Not living alone"
05,106,PCT0220025,PCT0220018,PCT022,"Nonrelatives","Total: In households: In nonfamily households: Nonrelatives"
05,107,PCT0220026,PCT0220001,PCT022,"In group quarters","Total: In group quarters"
05,108,PCT0220027,PCT0220026,PCT022,"Institutionalized population","Total: In group quarters: Institutionalized population"
05,109,PCT0220028,PCT0220026,PCT022,"Noninstitutionalized population","Total: In group quarters: Noninstitutionalized population"
05,110,PCT0230001,NA,PCT023,"Total","Total"
05,111,PCT0230002,PCT0230001,PCT023,"In family households","Total: In family households"
05,112,PCT0230003,PCT0230002,PCT023,"In husband-wife family","Total: In family households: In husband-wife family"
05,113,PCT0230004,PCT0230002,PCT023,"In other family","Total: In family households: In other family"
05,114,PCT0230005,PCT0230004,PCT023,"In male householder, no wife present family","Total: In family households: In other family: In male householder, no wife present family"
05,115,PCT0230006,PCT0230004,PCT023,"In female householder, no husband present family","Total: In family households: In other family: In female householder, no husband present family"
05,116,PCT0230007,PCT0230001,PCT023,"In nonfamily households","Total: In nonfamily households"
05,117,PCT0230008,PCT0230007,PCT023,"In households with a male householder","Total: In nonfamily households: In households with a male householder"
05,118,PCT0230009,PCT0230008,PCT023,"In 1-person household","Total: In nonfamily households: In households with a male householder: In 1-person household"
05,119,PCT0230010,PCT0230008,PCT023,"In 2-or-more-person household","Total: In nonfamily households: In households with a male householder: In 2-or-more-person household"
05,120,PCT0230011,PCT0230007,PCT023,"In households with a female householder","Total: In nonfamily households: In households with a female householder"
05,121,PCT0230012,PCT0230011,PCT023,"In 1-person household","Total: In nonfamily households: In households with a female householder: In 1-person household"
05,122,PCT0230013,PCT0230011,PCT023,"In 2-or-more-person household","Total: In nonfamily households: In households with a female householder: In 2-or-more-person household"
05,123,PCT0240001,NA,PCT024,"Total","Total"
05,124,PCT0240002,PCT0240001,PCT024,"In households","Total: In households"
05,125,PCT0240003,PCT0240002,PCT024,"Householder or spouse","Total: In households: Householder or spouse"
05,126,PCT0240004,PCT0240002,PCT024,"Related child","Total: In households: Related child"
05,127,PCT0240005,PCT0240004,PCT024,"Own child","Total: In households: Related child: Own child"
05,128,PCT0240006,PCT0240005,PCT024,"In husband-wife family","Total: In households: Related child: Own child: In husband-wife family"
05,129,PCT0240007,PCT0240005,PCT024,"In other family","Total: In households: Related child: Own child: In other family"
05,130,PCT0240008,PCT0240007,PCT024,"In male householder, no wife present family","Total: In households: Related child: Own child: In other family: In male householder, no wife present family"
05,131,PCT0240009,PCT0240007,PCT024,"In female householder, no husband present family","Total: In households: Related child: Own child: In other family: In female householder, no husband present family"
05,132,PCT0240010,PCT0240004,PCT024,"Other relatives","Total: In households: Related child: Other relatives"
05,133,PCT0240011,PCT0240010,PCT024,"Grandchild","Total: In households: Related child: Other relatives: Grandchild"
05,134,PCT0240012,PCT0240010,PCT024,"Other relatives","Total: In households: Related child: Other relatives: Other relatives"
05,135,PCT0240013,PCT0240002,PCT024,"Nonrelatives","Total: In households: Nonrelatives"
05,136,PCT0240014,PCT0240001,PCT024,"In group quarters","Total: In group quarters"
05,137,PCT0240015,PCT0240014,PCT024,"Institutionalized population","Total: In group quarters: Institutionalized population"
05,138,PCT0240016,PCT0240014,PCT024,"Noninstitutionalized population","Total: In group quarters: Noninstitutionalized population"
05,139,PCT0250001,NA,PCT025,"Total","Total"
05,140,PCT0250002,PCT0250001,PCT025,"In households","Total: In households"
05,141,PCT0250003,PCT0250002,PCT025,"Householder or spouse","Total: In households: Householder or spouse"
05,142,PCT0250004,PCT0250002,PCT025,"Related child","Total: In households: Related child"
05,143,PCT0250005,PCT0250004,PCT025,"Own child","Total: In households: Related child: Own child"
05,144,PCT0250006,PCT0250005,PCT025,"Under 3 years","Total: In households: Related child: Own child: Under 3 years"
05,145,PCT0250007,PCT0250005,PCT025,"3 and 4 years","Total: In households: Related child: Own child: 3 and 4 years"
05,146,PCT0250008,PCT0250005,PCT025,"5 years","Total: In households: Related child: Own child: 5 years"
05,147,PCT0250009,PCT0250005,PCT025,"6 to 11 years","Total: In households: Related child: Own child: 6 to 11 years"
05,148,PCT0250010,PCT0250005,PCT025,"12 and 13 years","Total: In households: Related child: Own child: 12 and 13 years"
05,149,PCT0250011,PCT0250005,PCT025,"14 years","Total: In households: Related child: Own child: 14 years"
05,150,PCT0250012,PCT0250005,PCT025,"15 to 17 years","Total: In households: Related child: Own child: 15 to 17 years"
05,151,PCT0250013,PCT0250004,PCT025,"Other relatives","Total: In households: Related child: Other relatives"
05,152,PCT0250014,PCT0250013,PCT025,"Under 3 years","Total: In households: Related child: Other relatives: Under 3 years"
05,153,PCT0250015,PCT0250013,PCT025,"3 and 4 years","Total: In households: Related child: Other relatives: 3 and 4 years"
05,154,PCT0250016,PCT0250013,PCT025,"5 years","Total: In households: Related child: Other relatives: 5 years"
05,155,PCT0250017,PCT0250013,PCT025,"6 to 11 years","Total: In households: Related child: Other relatives: 6 to 11 years"
05,156,PCT0250018,PCT0250013,PCT025,"12 and 13 years","Total: In households: Related child: Other relatives: 12 and 13 years"
05,157,PCT0250019,PCT0250013,PCT025,"14 years","Total: In households: Related child: Other relatives: 14 years"
05,158,PCT0250020,PCT0250013,PCT025,"15 to 17 years","Total: In households: Related child: Other relatives: 15 to 17 years"
05,159,PCT0250021,PCT0250002,PCT025,"Nonrelatives","Total: In households: Nonrelatives"
05,160,PCT0250022,PCT0250021,PCT025,"Under 3 years","Total: In households: Nonrelatives: Under 3 years"
05,161,PCT0250023,PCT0250021,PCT025,"3 and 4 years","Total: In households: Nonrelatives: 3 and 4 years"
05,162,PCT0250024,PCT0250021,PCT025,"5 years","Total: In households: Nonrelatives: 5 years"
05,163,PCT0250025,PCT0250021,PCT025,"6 to 11 years","Total: In households: Nonrelatives: 6 to 11 years"
05,164,PCT0250026,PCT0250021,PCT025,"12 and 13 years","Total: In households: Nonrelatives: 12 and 13 years"
05,165,PCT0250027,PCT0250021,PCT025,"14 years","Total: In households: Nonrelatives: 14 years"
05,166,PCT0250028,PCT0250021,PCT025,"15 to 17 years","Total: In households: Nonrelatives: 15 to 17 years"
05,167,PCT0250029,PCT0250001,PCT025,"In group quarters","Total: In group quarters"
05,168,PCT0250030,PCT0250029,PCT025,"Institutionalized population","Total: In group quarters: Institutionalized population"
05,169,PCT0250031,PCT0250030,PCT025,"Under 3 years","Total: In group quarters: Institutionalized population: Under 3 years"
05,170,PCT0250032,PCT0250030,PCT025,"3 and 4 years","Total: In group quarters: Institutionalized population: 3 and 4 years"
05,171,PCT0250033,PCT0250030,PCT025,"5 years","Total: In group quarters: Institutionalized population: 5 years"
05,172,PCT0250034,PCT0250030,PCT025,"6 to 11 years","Total: In group quarters: Institutionalized population: 6 to 11 years"
05,173,PCT0250035,PCT0250030,PCT025,"12 and 13 years","Total: In group quarters: Institutionalized population: 12 and 13 years"
05,174,PCT0250036,PCT0250030,PCT025,"14 years","Total: In group quarters: Institutionalized population: 14 years"
05,175,PCT0250037,PCT0250030,PCT025,"15 to 17 years","Total: In group quarters: Institutionalized population: 15 to 17 years"
05,176,PCT0250038,PCT0250029,PCT025,"Noninstitutionalized population","Total: In group quarters: Noninstitutionalized population"
05,177,PCT0250039,PCT0250038,PCT025,"Under 3 years","Total: In group quarters: Noninstitutionalized population: Under 3 years"
05,178,PCT0250040,PCT0250038,PCT025,"3 and 4 years","Total: In group quarters: Noninstitutionalized population: 3 and 4 years"
05,179,PCT0250041,PCT0250038,PCT025,"5 years","Total: In group quarters: Noninstitutionalized population: 5 years"
05,180,PCT0250042,PCT0250038,PCT025,"6 to 11 years","Total: In group quarters: Noninstitutionalized population: 6 to 11 years"
05,181,PCT0250043,PCT0250038,PCT025,"12 and 13 years","Total: In group quarters: Noninstitutionalized population: 12 and 13 years"
05,182,PCT0250044,PCT0250038,PCT025,"14 years","Total: In group quarters: Noninstitutionalized population: 14 years"
05,183,PCT0250045,PCT0250038,PCT025,"15 to 17 years","Total: In group quarters: Noninstitutionalized population: 15 to 17 years"
05,184,PCT0260001,NA,PCT026,"Total","Total"
05,185,PCT0260002,PCT0260001,PCT026,"In family households","Total: In family households"
05,186,PCT0260003,PCT0260002,PCT026,"In husband-wife family","Total: In family households: In husband-wife family"
05,187,PCT0260004,PCT0260002,PCT026,"In other family","Total: In family households: In other family"
05,188,PCT0260005,PCT0260004,PCT026,"In male householder, no wife present family","Total: In family households: In other family: In male householder, no wife present family"
05,189,PCT0260006,PCT0260004,PCT026,"In female householder, no husband present family","Total: In family households: In other family: In female householder, no husband present family"
05,190,PCT0260007,PCT0260001,PCT026,"In nonfamily households","Total: In nonfamily households"
05,191,PCT0270001,NA,PCT027,"Total","Total"
05,192,PCT0270002,PCT0270001,PCT027,"Unmarried partner of householder present","Total: Unmarried partner of householder present"
05,193,PCT0270003,PCT0270002,PCT027,"In family households","Total: Unmarried partner of householder present: In family households"
05,194,PCT0270004,PCT0270003,PCT027,"In male householder and male partner households","Total: Unmarried partner of householder present: In family households: In male householder and male partner households"
05,195,PCT0270005,PCT0270003,PCT027,"In male householder and female partner households","Total: Unmarried partner of householder present: In family households: In male householder and female partner households"
05,196,PCT0270006,PCT0270003,PCT027,"In female householder and female partner households","Total: Unmarried partner of householder present: In family households: In female householder and female partner households"
05,197,PCT0270007,PCT0270003,PCT027,"In female householder and male partner households","Total: Unmarried partner of householder present: In family households: In female householder and male partner households"
05,198,PCT0270008,PCT0270002,PCT027,"In nonfamily households","Total: Unmarried partner of householder present: In nonfamily households"
05,199,PCT0270009,PCT0270008,PCT027,"In male householder and male partner households","Total: Unmarried partner of householder present: In nonfamily households: In male householder and male partner households"
05,200,PCT0270010,PCT0270008,PCT027,"In male householder and female partner households","Total: Unmarried partner of householder present: In nonfamily households: In male householder and female partner households"
05,201,PCT0270011,PCT0270008,PCT027,"In female householder and female partner households","Total: Unmarried partner of householder present: In nonfamily households: In female householder and female partner households"
05,202,PCT0270012,PCT0270008,PCT027,"In female householder and male partner households","Total: Unmarried partner of householder present: In nonfamily households: In female householder and male partner households"
05,203,PCT0270013,PCT0270001,PCT027,"No unmarried partner of householder present","Total: No unmarried partner of householder present"
05,204,PCT0270014,PCT0270013,PCT027,"In family households","Total: No unmarried partner of householder present: In family households"
05,205,PCT0270015,PCT0270014,PCT027,"In husband-wife family households","Total: No unmarried partner of householder present: In family households: In husband-wife family households"
05,206,PCT0270016,PCT0270014,PCT027,"In male householder, no wife present, family households","Total: No unmarried partner of householder present: In family households: In male householder, no wife present, family households"
05,207,PCT0270017,PCT0270014,PCT027,"In female householder, no husband present, family households","Total: No unmarried partner of householder present: In family households: In female householder, no husband present, family households"
05,208,PCT0270018,PCT0270013,PCT027,"In nonfamily households","Total: No unmarried partner of householder present: In nonfamily households"
05,209,PCT0280001,NA,PCT028,"Total","Total"
05,210,PCT0280002,PCT0280001,PCT028,"In households","Total: In households"
05,211,PCT0280003,PCT0280002,PCT028,"In family households","Total: In households: In family households"
05,212,PCT0280004,PCT0280003,PCT028,"Householder","Total: In households: In family households: Householder"
05,213,PCT0280005,PCT0280004,PCT028,"Male","Total: In households: In family households: Householder: Male"
05,214,PCT0280006,PCT0280004,PCT028,"Female","Total: In households: In family households: Householder: Female"
05,215,PCT0280007,PCT0280003,PCT028,"Spouse","Total: In households: In family households: Spouse"
05,216,PCT0280008,PCT0280003,PCT028,"Child","Total: In households: In family households: Child"
05,217,PCT0280009,PCT0280003,PCT028,"Parent","Total: In households: In family households: Parent"
05,218,PCT0280010,PCT0280003,PCT028,"Parent-in-law","Total: In households: In family households: Parent-in-law"
05,219,PCT0280011,PCT0280003,PCT028,"Other relatives","Total: In households: In family households: Other relatives"
05,220,PCT0280012,PCT0280003,PCT028,"Nonrelatives","Total: In households: In family households: Nonrelatives"
05,221,PCT0280013,PCT0280002,PCT028,"In nonfamily households","Total: In households: In nonfamily households"
05,222,PCT0280014,PCT0280013,PCT028,"Male householder","Total: In households: In nonfamily households: Male householder"
05,223,PCT0280015,PCT0280014,PCT028,"Living alone","Total: In households: In nonfamily households: Male householder: Living alone"
05,224,PCT0280016,PCT0280014,PCT028,"Not living alone","Total: In households: In nonfamily households: Male householder: Not living alone"
05,225,PCT0280017,PCT0280013,PCT028,"Female householder","Total: In households: In nonfamily households: Female householder"
05,226,PCT0280018,PCT0280017,PCT028,"Living alone","Total: In households: In nonfamily households: Female householder: Living alone"
05,227,PCT0280019,PCT0280017,PCT028,"Not living alone","Total: In households: In nonfamily households: Female householder: Not living alone"
05,228,PCT0280020,PCT0280013,PCT028,"Nonrelatives","Total: In households: In nonfamily households: Nonrelatives"
05,229,PCT0280021,PCT0280001,PCT028,"In group quarters","Total: In group quarters"
05,230,PCT0280022,PCT0280021,PCT028,"Institutionalized population","Total: In group quarters: Institutionalized population"
05,231,PCT0280023,PCT0280021,PCT028,"Noninstitutionalized population","Total: In group quarters: Noninstitutionalized population"
05,232,PCT0290001,NA,PCT029,"Total","Total"
05,233,PCT0300001,NA,PCT030,"Total","Total"
05,234,PCT0300002,PCT0300001,PCT030,"Under 18 years","Total: Under 18 years"
05,235,PCT0300003,PCT0300001,PCT030,"18 years and over","Total: 18 years and over"
05,236,PCT0310001,PCT0300001,PCT031,"Total","Total: Total"
05,237,PCT0310002,PCT0310001,PCT031,"Under 18 years","Total: Total: Under 18 years"
05,238,PCT0310003,PCT0310001,PCT031,"18 years and over","Total: Total: 18 years and over"
06,1,FILEID,NA,HEAD,"File Identification","File Identification"
06,2,STUSAB,NA,HEAD,"State/US-Abbreviation (USPS)","State/US-Abbreviation (USPS)"
06,3,CHARITER,NA,HEAD,"Characteristic iteration","Characteristic iteration"
06,4,CIFSN,NA,HEAD,"Characteristic Iteration File Sequence Number","Characteristic Iteration File Sequence Number"
06,5,LOGRECNO,NA,HEAD,"Logical Record Number","Logical Record Number"
06,6,PCT0320001,NA,PCT032,"Total","Total"
06,7,PCT0320002,PCT0320001,PCT032,"Husband-wife family","Total: Husband-wife family"
06,8,PCT0320003,PCT0320002,PCT032,"With own children under 18 years","Total: Husband-wife family: With own children under 18 years"
06,9,PCT0320004,PCT0320003,PCT032,"Under 6 years only","Total: Husband-wife family: With own children under 18 years: Under 6 years only"
06,10,PCT0320005,PCT0320003,PCT032,"Under 6 years and 6 to 17 years","Total: Husband-wife family: With own children under 18 years: Under 6 years and 6 to 17 years"
06,11,PCT0320006,PCT0320003,PCT032,"6 to 17 years only","Total: Husband-wife family: With own children under 18 years: 6 to 17 years only"
06,12,PCT0320007,PCT0320002,PCT032,"No own children under 18 years","Total: Husband-wife family: No own children under 18 years"
06,13,PCT0320008,PCT0320001,PCT032,"Other family","Total: Other family"
06,14,PCT0320009,PCT0320008,PCT032,"Male householder, no wife present","Total: Other family: Male householder, no wife present"
06,15,PCT0320010,PCT0320009,PCT032,"With own children under 18 years","Total: Other family: Male householder, no wife present: With own children under 18 years"
06,16,PCT0320011,PCT0320010,PCT032,"Under 6 years only","Total: Other family: Male householder, no wife present: With own children under 18 years: Under 6 years only"
06,17,PCT0320012,PCT0320010,PCT032,"Under 6 years and 6 to 17 years","Total: Other family: Male householder, no wife present: With own children under 18 years: Under 6 years and 6 to 17 years"
06,18,PCT0320013,PCT0320010,PCT032,"6 to 17 years only","Total: Other family: Male householder, no wife present: With own children under 18 years: 6 to 17 years only"
06,19,PCT0320014,PCT0320009,PCT032,"No own children under 18 years","Total: Other family: Male householder, no wife present: No own children under 18 years"
06,20,PCT0320015,PCT0320008,PCT032,"Female householder, no husband present","Total: Other family: Female householder, no husband present"
06,21,PCT0320016,PCT0320015,PCT032,"With own children under 18 years","Total: Other family: Female householder, no husband present: With own children under 18 years"
06,22,PCT0320017,PCT0320016,PCT032,"Under 6 years only","Total: Other family: Female householder, no husband present: With own children under 18 years: Under 6 years only"
06,23,PCT0320018,PCT0320016,PCT032,"Under 6 years and 6 to 17 years","Total: Other family: Female householder, no husband present: With own children under 18 years: Under 6 years and 6 to 17 years"
06,24,PCT0320019,PCT0320016,PCT032,"6 to 17 years only","Total: Other family: Female householder, no husband present: With own children under 18 years: 6 to 17 years only"
