"SEGMENT","POSITION","FIELD","PARENT_FIELD","TABLE","DESCRIPTION"
04,125,PCT0110003,PCT0110002,PCT011,"Total: Householder 15 to 64 years: Family households"
04,126,PCT0110004,PCT0110003,PCT011,"Total: Householder 15 to 64 years: Family households: Husband-wife family"
04,127,PCT0110005,PCT0110004,PCT011,"Total: Householder 15 to 64 years: Family households: Husband-wife family: With related children under 18 years"
04,128,PCT0110006,PCT0110004,PCT011,"Total: Householder 15 to 64 years: Family households: Husband-wife family: No related children under 18 years"
04,129,PCT0110007,PCT0110003,PCT011,"Total: Householder 15 to 64 years: Family households: Other family"
04,130,PCT0110008,PCT0110007,PCT011,"Total: Householder 15 to 64 years: Family households: Other family: Male householder, no wife present"
04,131,PCT0110009,PCT0110008,PCT011,"Total: Householder 15 to 64 years: Family households: Other family: Male householder, no wife present: With related children under 18 years"
04,132,PCT0110010,PCT0110008,PCT011,"Total: Householder 15 to 64 years: Family households: Other family: Male householder, no wife present: No related children under 18 years"
04,133,PCT0110011,PCT0110007,PCT011,"Total: Householder 15 to 64 years: Family households: Other family: Female householder, no husband present"
04,134,PCT0110012,PCT0110011,PCT011,"Total: Householder 15 to 64 years: Family households: Other family: Female householder, no husband present: With related children under 18 years"
04,135,PCT0110013,PCT0110011,PCT011,"Total: Householder 15 to 64 years: Family households: Other family: Female householder, no husband present: No related children under 18 years"
04,136,PCT0110014,PCT0110002,PCT011,"Total: Householder 15 to 64 years: Nonfamily households"
04,137,PCT0110015,PCT0110014,PCT011,"Total: Householder 15 to 64 years: Nonfamily households: Householder living alone"
04,138,PCT0110016,PCT0110014,PCT011,"Total: Householder 15 to 64 years: Nonfamily households: Householder not living alone"
04,139,PCT0110017,PCT0110001,PCT011,"Total: Householder 65 years and over"
04,140,PCT0110018,PCT0110017,PCT011,"Total: Householder 65 years and over: Family households"
04,141,PCT0110019,PCT0110018,PCT011,"Total: Householder 65 years and over: Family households: Husband-wife family"
04,142,PCT0110020,PCT0110019,PCT011,"Total: Householder 65 years and over: Family households: Husband-wife family: With related children under 18 years"
04,143,PCT0110021,PCT0110019,PCT011,"Total: Householder 65 years and over: Family households: Husband-wife family: No related children under 18 years"
04,144,PCT0110022,PCT0110018,PCT011,"Total: Householder 65 years and over: Family households: Other family"
04,145,PCT0110023,PCT0110022,PCT011,"Total: Householder 65 years and over: Family households: Other family: Male householder, no wife present"
04,146,PCT0110024,PCT0110023,PCT011,"Total: Householder 65 years and over: Family households: Other family: Male householder, no wife present: With related children under 18 years"
04,147,PCT0110025,PCT0110023,PCT011,"Total: Householder 65 years and over: Family households: Other family: Male householder, no wife present: No related children under 18 years"
04,148,PCT0110026,PCT0110022,PCT011,"Total: Householder 65 years and over: Family households: Other family: Female householder, no husband present"
04,149,PCT0110027,PCT0110026,PCT011,"Total: Householder 65 years and over: Family households: Other family: Female householder, no husband present: With related children under 18 years"
04,150,PCT0110028,PCT0110026,PCT011,"Total: Householder 65 years and over: Family households: Other family: Female householder, no husband present: No related children under 18 years"
04,151,PCT0110029,PCT0110017,PCT011,"Total: Householder 65 years and over: Nonfamily households"
04,152,PCT0110030,PCT0110029,PCT011,"Total: Householder 65 years and over: Nonfamily households: Householder living alone"
04,153,PCT0110031,PCT0110029,PCT011,"Total: Householder 65 years and over: Nonfamily households: Householder not living alone"
04,154,PCT0120001,NA,PCT012,"Total"
04,155,PCT0120002,PCT0120001,PCT012,"Total: Family households"
04,156,PCT0120003,PCT0120002,PCT012,"Total: Family households: Householder 15 to 24 years"
04,157,PCT0120004,PCT0120002,PCT012,"Total: Family households: Householder 25 to 34 years"
04,158,PCT0120005,PCT0120002,PCT012,"Total: Family households: Householder 35 to 44 years"
04,159,PCT0120006,PCT0120002,PCT012,"Total: Family households: Householder 45 to 54 years"
04,160,PCT0120007,PCT0120002,PCT012,"Total: Family households: Householder 55 to 59 years"
04,161,PCT0120008,PCT0120002,PCT012,"Total: Family households: Householder 60 to 64 years"
04,162,PCT0120009,PCT0120002,PCT012,"Total: Family households: Householder 65 to 74 years"
04,163,PCT0120010,PCT0120002,PCT012,"Total: Family households: Householder 75 to 84 years"
04,164,PCT0120011,PCT0120002,PCT012,"Total: Family households: Householder 85 years and over"
04,165,PCT0120012,PCT0120001,PCT012,"Total: Nonfamily households"
04,166,PCT0120013,PCT0120012,PCT012,"Total: Nonfamily households: Householder 15 to 24 years"
04,167,PCT0120014,PCT0120012,PCT012,"Total: Nonfamily households: Householder 25 to 34 years"
04,168,PCT0120015,PCT0120012,PCT012,"Total: Nonfamily households: Householder 35 to 44 years"
04,169,PCT0120016,PCT0120012,PCT012,"Total: Nonfamily households: Householder 45 to 54 years"
04,170,PCT0120017,PCT0120012,PCT012,"Total: Nonfamily households: Householder 55 to 59 years"
04,171,PCT0120018,PCT0120012,PCT012,"Total: Nonfamily households: Householder 60 to 64 years"
04,172,PCT0120019,PCT0120012,PCT012,"Total: Nonfamily households: Householder 65 to 74 years"
04,173,PCT0120020,PCT0120012,PCT012,"Total: Nonfamily households: Householder 75 to 84 years"
04,174,PCT0120021,PCT0120012,PCT012,"Total: Nonfamily households: Householder 85 years and over"
04,175,PCT0130001,NA,PCT013,"Total"
04,176,PCT0130002,PCT0130001,PCT013,"Total: Households with one or more people 60 years and over"
04,177,PCT0130003,PCT0130002,PCT013,"Total: Households with one or more people 60 years and over: Family households"
04,178,PCT0130004,PCT0130003,PCT013,"Total: Households with one or more people 60 years and over: Family households: Husband-wife family"
04,179,PCT0130005,PCT0130003,PCT013,"Total: Households with one or more people 60 years and over: Family households: Other family"
04,180,PCT0130006,PCT0130005,PCT013,"Total: Households with one or more people 60 years and over: Family households: Other family: Male householder, no wife present"
04,181,PCT0130007,PCT0130005,PCT013,"Total: Households with one or more people 60 years and over: Family households: Other family: Female householder, no husband present"
04,182,PCT0130008,PCT0130002,PCT013,"Total: Households with one or more people 60 years and over: Nonfamily households"
04,183,PCT0130009,PCT0130001,PCT013,"Total: Households with no people 60 years and over"
04,184,PCT0130010,PCT0130009,PCT013,"Total: Households with no people 60 years and over: Family households"
04,185,PCT0130011,PCT0130010,PCT013,"Total: Households with no people 60 years and over: Family households: Husband-wife family"
04,186,PCT0130012,PCT0130010,PCT013,"Total: Households with no people 60 years and over: Family households: Other family"
04,187,PCT0130013,PCT0130012,PCT013,"Total: Households with no people 60 years and over: Family households: Other family: Male householder, no wife present"
04,188,PCT0130014,PCT0130012,PCT013,"Total: Households with no people 60 years and over: Family households: Other family: Female householder, no husband present"
04,189,PCT0130015,PCT0130009,PCT013,"Total: Households with no people 60 years and over: Nonfamily households"
04,190,PCT0140001,NA,PCT014,"Total"
04,191,PCT0140002,PCT0140001,PCT014,"Total: Households with one or more people 60 years and over"
04,192,PCT0140003,PCT0140002,PCT014,"Total: Households with one or more people 60 years and over: 1-person household"
04,193,PCT0140004,PCT0140002,PCT014,"Total: Households with one or more people 60 years and over: 2-or-more-person household"
04,194,PCT0140005,PCT0140004,PCT014,"Total: Households with one or more people 60 years and over: 2-or-more-person household: Family households"
04,195,PCT0140006,PCT0140004,PCT014,"Total: Households with one or more people 60 years and over: 2-or-more-person household: Nonfamily households"
04,196,PCT0140007,PCT0140001,PCT014,"Total: Households with no people 60 years and over"
04,197,PCT0140008,PCT0140007,PCT014,"Total: Households with no people 60 years and over: 1-person household"
04,198,PCT0140009,PCT0140007,PCT014,"Total: Households with no people 60 years and over: 2-or-more-person household"
04,199,PCT0140010,PCT0140009,PCT014,"Total: Households with no people 60 years and over: 2-or-more-person household: Family households"
04,200,PCT0140011,PCT0140009,PCT014,"Total: Households with no people 60 years and over: 2-or-more-person household: Nonfamily households"
04,201,PCT0150001,NA,PCT015,"Total"
04,202,PCT0150002,PCT0150001,PCT015,"Total: Households with one or more people 65 years and over"
04,203,PCT0150003,PCT0150002,PCT015,"Total: Households with one or more people 65 years and over: 1-person household"
04,204,PCT0150004,PCT0150002,PCT015,"Total: Households with one or more people 65 years and over: 2-or-more-person household"
04,205,PCT0150005,PCT0150004,PCT015,"Total: Households with one or more people 65 years and over: 2-or-more-person household: Family households"
04,206,PCT0150006,PCT0150004,PCT015,"Total: Households with one or more people 65 years and over: 2-or-more-person household: Nonfamily households"
04,207,PCT0150007,PCT0150001,PCT015,"Total: Households with no people 65 years and over"
04,208,PCT0150008,PCT0150007,PCT015,"Total: Households with no people 65 years and over: 1-person household"
04,209,PCT0150009,PCT0150007,PCT015,"Total: Households with no people 65 years and over: 2-or-more-person household"
04,210,PCT0150010,PCT0150009,PCT015,"Total: Households with no people 65 years and over: 2-or-more-person household: Family households"
04,211,PCT0150011,PCT0150009,PCT015,"Total: Households with no people 65 years and over: 2-or-more-person household: Nonfamily households"
04,212,PCT0160001,NA,PCT016,"Total"
04,213,PCT0160002,PCT0160001,PCT016,"Total: Households with one or more people 75 years and over"
04,214,PCT0160003,PCT0160002,PCT016,"Total: Households with one or more people 75 years and over: 1-person household"
04,215,PCT0160004,PCT0160002,PCT016,"Total: Households with one or more people 75 years and over: 2-or-more-person household"
04,216,PCT0160005,PCT0160004,PCT016,"Total: Households with one or more people 75 years and over: 2-or-more-person household: Family households"
04,217,PCT0160006,PCT0160004,PCT016,"Total: Households with one or more people 75 years and over: 2-or-more-person household: Nonfamily households"
04,218,PCT0160007,PCT0160001,PCT016,"Total: Households with no people 75 years and over"
04,219,PCT0160008,PCT0160007,PCT016,"Total: Households with no people 75 years and over: 1-person household"
04,220,PCT0160009,PCT0160007,PCT016,"Total: Households with no people 75 years and over: 2-or-more-person household"
04,221,PCT0160010,PCT0160009,PCT016,"Total: Households with no people 75 years and over: 2-or-more-person household: Family households"
04,222,PCT0160011,PCT0160009,PCT016,"Total: Households with no people 75 years and over: 2-or-more-person household: Nonfamily households"
04,223,PCT0170001,NA,PCT017,"Total"
04,224,PCT0170002,PCT0170001,PCT017,"Total: Household has three or more generations"
04,225,PCT0170003,PCT0170001,PCT017,"Total: Household does not have three or more generations"
04,226,PCT0180001,NA,PCT018,"Total"
04,227,PCT0180002,PCT0180001,PCT018,"Total: Households with one or more nonrelatives"
04,228,PCT0180003,PCT0180001,PCT018,"Total: Households with no nonrelatives"
05,1,FILEID,NA,HEAD,"File Identification"
05,2,STUSAB,NA,HEAD,"State/US-Abbreviation (USPS)"
05,3,CHARITER,NA,HEAD,"Characteristic iteration"
05,4,CIFSN,NA,HEAD,"Characteristic Iteration File Sequence Number"
05,5,LOGRECNO,NA,HEAD,"Logical Record Number"
05,6,PCT0190001,NA,PCT019,"Total"
05,7,PCT0190002,PCT0190001,PCT019,"Total: Husband-wife households"
05,8,PCT0190003,PCT0190002,PCT019,"Total: Husband-wife households: Male householder"
05,9,PCT0190004,PCT0190003,PCT019,"Total: Husband-wife households: Male householder: With related children under 18 years"
05,10,PCT0190005,PCT0190004,PCT019,"Total: Husband-wife households: Male householder: With related children under 18 years: With own children under 18 years"
05,11,PCT0190006,PCT0190004,PCT019,"Total: Husband-wife households: Male householder: With related children under 18 years: No own children under 18 years"
05,12,PCT0190007,PCT0190003,PCT019,"Total: Husband-wife households: Male householder: No related children under 18 years"
05,13,PCT0190008,PCT0190002,PCT019,"Total: Husband-wife households: Female householder"
05,14,PCT0190009,PCT0190008,PCT019,"Total: Husband-wife households: Female householder: With related children under 18 years"
05,15,PCT0190010,PCT0190009,PCT019,"Total: Husband-wife households: Female householder: With related children under 18 years: With own children under 18 years"
05,16,PCT0190011,PCT0190009,PCT019,"Total: Husband-wife households: Female householder: With related children under 18 years: No own children under 18 years"
05,17,PCT0190012,PCT0190008,PCT019,"Total: Husband-wife households: Female householder: No related children under 18 years"
05,18,PCT0190013,PCT0190001,PCT019,"Total: Unmarried-partner households"
05,19,PCT0190014,PCT0190013,PCT019,"Total: Unmarried-partner households: Male householder and male partner"
05,20,PCT0190015,PCT0190014,PCT019,"Total: Unmarried-partner households: Male householder and male partner: With related children under 18 years"
05,21,PCT0190016,PCT0190015,PCT019,"Total: Unmarried-partner households: Male householder and male partner: With related children under 18 years: With own children under 18 years"
05,22,PCT0190017,PCT0190015,PCT019,"Total: Unmarried-partner households: Male householder and male partner: With related children under 18 years: No own children under 18 years"
05,23,PCT0190018,PCT0190014,PCT019,"Total: Unmarried-partner households: Male householder and male partner: No related children under 18 years"
05,24,PCT0190019,PCT0190013,PCT019,"Total: Unmarried-partner households: Male householder and female partner"
05,25,PCT0190020,PCT0190019,PCT019,"Total: Unmarried-partner households: Male householder and female partner: With related children under 18 years"
05,26,PCT0190021,PCT0190020,PCT019,"Total: Unmarried-partner households: Male householder and female partner: With related children under 18 years: With own children under 18 years"
05,27,PCT0190022,PCT0190020,PCT019,"Total: Unmarried-partner households: Male householder and female partner: With related children under 18 years: No own children under 18 years"
05,28,PCT0190023,PCT0190019,PCT019,"Total: Unmarried-partner households: Male householder and female partner: No related children under 18 years"
05,29,PCT0190024,PCT0190013,PCT019,"Total: Unmarried-partner households: Female householder and female partner"
05,30,PCT0190025,PCT0190024,PCT019,"Total: Unmarried-partner households: Female householder and female partner: With related children under 18 years"
05,31,PCT0190026,PCT0190025,PCT019,"Total: Unmarried-partner households: Female householder and female partner: With related children under 18 years: With own children under 18 years"
05,32,PCT0190027,PCT0190025,PCT019,"Total: Unmarried-partner households: Female householder and female partner: With related children under 18 years: No own children under 18 years"
05,33,PCT0190028,PCT0190024,PCT019,"Total: Unmarried-partner households: Female householder and female partner: No related children under 18 years"
05,34,PCT0190029,PCT0190013,PCT019,"Total: Unmarried-partner households: Female householder and male partner"
05,35,PCT0190030,PCT0190029,PCT019,"Total: Unmarried-partner households: Female householder and male partner: With related children under 18 years"
05,36,PCT0190031,PCT0190030,PCT019,"Total: Unmarried-partner households: Female householder and male partner: With related children under 18 years: With own children under 18 years"
05,37,PCT0190032,PCT0190030,PCT019,"Total: Unmarried-partner households: Female householder and male partner: With related children under 18 years: No own children under 18 years"
05,38,PCT0190033,PCT0190029,PCT019,"Total: Unmarried-partner households: Female householder and male partner: No related children under 18 years"
05,39,PCT0190034,PCT0190001,PCT019,"Total: All other households"
05,40,PCT0200001,NA,PCT020,"Total"
05,41,PCT0200002,PCT0200001,PCT020,"Total: Family households"
05,42,PCT0200003,PCT0200002,PCT020,"Total: Family households: 2-person household"
05,43,PCT0200004,PCT0200002,PCT020,"Total: Family households: 3-person household"
05,44,PCT0200005,PCT0200002,PCT020,"Total: Family households: 4-person household"
05,45,PCT0200006,PCT0200002,PCT020,"Total: Family households: 5-person household"
05,46,PCT0200007,PCT0200002,PCT020,"Total: Family households: 6-person household"
05,47,PCT0200008,PCT0200002,PCT020,"Total: Family households: 7-or-more-person household"
05,48,PCT0200009,PCT0200001,PCT020,"Total: Nonfamily households"
05,49,PCT0200010,PCT0200009,PCT020,"Total: Nonfamily households: 1-person household"
05,50,PCT0200011,PCT0200009,PCT020,"Total: Nonfamily households: 2-person household"
05,51,PCT0200012,PCT0200009,PCT020,"Total: Nonfamily households: 3-person household"
05,52,PCT0200013,PCT0200009,PCT020,"Total: Nonfamily households: 4-person household"
05,53,PCT0200014,PCT0200009,PCT020,"Total: Nonfamily households: 5-person household"
05,54,PCT0200015,PCT0200009,PCT020,"Total: Nonfamily households: 6-person household"
05,55,PCT0200016,PCT0200009,PCT020,"Total: Nonfamily households: 7-or-more-person household"
05,56,PCT0210001,NA,PCT021,"Total"
05,57,PCT0210002,PCT0210001,PCT021,"Total: Family households"
05,58,PCT0210003,PCT0210002,PCT021,"Total: Family households: Husband-wife family"
05,59,PCT0210004,PCT0210003,PCT021,"Total: Family households: Husband-wife family: With no children under 18 years"
05,60,PCT0210005,PCT0210003,PCT021,"Total: Family households: Husband-wife family: With one child under 18 years"
05,61,PCT0210006,PCT0210003,PCT021,"Total: Family households: Husband-wife family: With two children under 18 years"
05,62,PCT0210007,PCT0210003,PCT021,"Total: Family households: Husband-wife family: With three children under 18 years"
05,63,PCT0210008,PCT0210003,PCT021,"Total: Family households: Husband-wife family: With four or more children under 18 years"
05,64,PCT0210009,PCT0210002,PCT021,"Total: Family households: Male householder, no wife present"
05,65,PCT0210010,PCT0210009,PCT021,"Total: Family households: Male householder, no wife present: With no children under 18 years"
05,66,PCT0210011,PCT0210009,PCT021,"Total: Family households: Male householder, no wife present: With one child under 18 years"
05,67,PCT0210012,PCT0210009,PCT021,"Total: Family households: Male householder, no wife present: With two children under 18 years"
05,68,PCT0210013,PCT0210009,PCT021,"Total: Family households: Male householder, no wife present: With three children under 18 years"
05,69,PCT0210014,PCT0210009,PCT021,"Total: Family households: Male householder, no wife present: With four or more children under 18 years"
05,70,PCT0210015,PCT0210002,PCT021,"Total: Family households: Female householder, no husband present"
05,71,PCT0210016,PCT0210015,PCT021,"Total: Family households: Female householder, no husband present: With no children under 18 years"
05,72,PCT0210017,PCT0210015,PCT021,"Total: Family households: Female householder, no husband present: With one child under 18 years"
05,73,PCT0210018,PCT0210015,PCT021,"Total: Family households: Female householder, no husband present: With two children under 18 years"
05,74,PCT0210019,PCT0210015,PCT021,"Total: Family households: Female householder, no husband present: With three children under 18 years"
05,75,PCT0210020,PCT0210015,PCT021,"Total: Family households: Female householder, no husband present: With four or more children under 18 years"
05,76,PCT0210021,PCT0210001,PCT021,"Total: Nonfamily households"
05,77,PCT0210022,PCT0210021,PCT021,"Total: Nonfamily households: With no children under 18 years"
05,78,PCT0210023,PCT0210021,PCT021,"Total: Nonfamily households: With one child under 18 years"
05,79,PCT0210024,PCT0210021,PCT021,"Total: Nonfamily households: With two children under 18 years"
05,80,PCT0210025,PCT0210021,PCT021,"Total: Nonfamily households: With three children under 18 years"
05,81,PCT0210026,PCT0210021,PCT021,"Total: Nonfamily households: With four or more children under 18 years"
05,82,PCT0220001,NA,PCT022,"Total"
05,83,PCT0220002,PCT0220001,PCT022,"Total: In households"
05,84,PCT0220003,PCT0220002,PCT022,"Total: In households: In family households"
05,85,PCT0220004,PCT0220003,PCT022,"Total: In households: In family households: Householder"
05,86,PCT0220005,PCT0220004,PCT022,"Total: In households: In family households: Householder: Male"
05,87,PCT0220006,PCT0220004,PCT022,"Total: In households: In family households: Householder: Female"
05,88,PCT0220007,PCT0220003,PCT022,"Total: In households: In family households: Spouse"
05,89,PCT0220008,PCT0220003,PCT022,"Total: In households: In family households: Biological child"
05,90,PCT0220009,PCT0220003,PCT022,"Total: In households: In family households: Adopted child"
05,91,PCT0220010,PCT0220003,PCT022,"Total: In households: In family households: Stepchild"
05,92,PCT0220011,PCT0220003,PCT022,"Total: In households: In family households: Grandchild"
05,93,PCT0220012,PCT0220003,PCT022,"Total: In households: In family households: Brother or sister"
05,94,PCT0220013,PCT0220003,PCT022,"Total: In households: In family households: Parent"
05,95,PCT0220014,PCT0220003,PCT022,"Total: In households: In family households: Parent-in-law"
05,96,PCT0220015,PCT0220003,PCT022,"Total: In households: In family households: Son-in-law or daughter-in-law"
05,97,PCT0220016,PCT0220003,PCT022,"Total: In households: In family households: Other relatives"
05,98,PCT0220017,PCT0220003,PCT022,"Total: In households: In family households: Nonrelatives"
05,99,PCT0220018,PCT0220002,PCT022,"Total: In households: In nonfamily households"
05,100,PCT0220019,PCT0220018,PCT022,"Total: In households: In nonfamily households: Male householder"
05,101,PCT0220020,PCT0220019,PCT022,"Total: In households: In nonfamily households: Male householder: Living alone"
05,102,PCT0220021,PCT0220019,PCT022,"Total: In households: In nonfamily households: Male householder: Not living alone"
05,103,PCT0220022,PCT0220018,PCT022,"Total: In households: In nonfamily households: Female householder"
05,104,PCT0220023,PCT0220022,PCT022,"Total: In households: In nonfamily households: Female householder: Living alone"
05,105,PCT0220024,PCT0220022,PCT022,"Total: In households: In nonfamily households: Female householder: Not living alone"
05,106,PCT0220025,PCT0220018,PCT022,"Total: In households: In nonfamily households: Nonrelatives"
05,107,PCT0220026,PCT0220001,PCT022,"Total: In group quarters"
05,108,PCT0220027,PCT0220026,PCT022,"Total: In group quarters: Institutionalized population"
05,109,PCT0220028,PCT0220026,PCT022,"Total: In group quarters: Noninstitutionalized population"
05,110,PCT0230001,NA,PCT023,"Total"
05,111,PCT0230002,PCT0230001,PCT023,"Total: In family households"
05,112,PCT0230003,PCT0230002,PCT023,"Total: In family households: In husband-wife family"
05,113,PCT0230004,PCT0230002,PCT023,"Total: In family households: In other family"
05,114,PCT0230005,PCT0230004,PCT023,"Total: In family households: In other family: In male householder, no wife present family"
05,115,PCT0230006,PCT0230004,PCT023,"Total: In family households: In other family: In female householder, no husband present family"
05,116,PCT0230007,PCT0230001,PCT023,"Total: In nonfamily households"
05,117,PCT0230008,PCT0230007,PCT023,"Total: In nonfamily households: In households with a male householder"
05,118,PCT0230009,PCT0230008,PCT023,"Total: In nonfamily households: In households with a male householder: In 1-person household"
05,119,PCT0230010,PCT0230008,PCT023,"Total: In nonfamily households: In households with a male householder: In 2-or-more-person household"
05,120,PCT0230011,PCT0230007,PCT023,"Total: In nonfamily households: In households with a female householder"
05,121,PCT0230012,PCT0230011,PCT023,"Total: In nonfamily households: In households with a female householder: In 1-person household"
05,122,PCT0230013,PCT0230011,PCT023,"Total: In nonfamily households: In households with a female householder: In 2-or-more-person household"
05,123,PCT0240001,NA,PCT024,"Total"
05,124,PCT0240002,PCT0240001,PCT024,"Total: In households"
05,125,PCT0240003,PCT0240002,PCT024,"Total: In households: Householder or spouse"
05,126,PCT0240004,PCT0240002,PCT024,"Total: In households: Related child"
05,127,PCT0240005,PCT0240004,PCT024,"Total: In households: Related child: Own child"
05,128,PCT0240006,PCT0240005,PCT024,"Total: In households: Related child: Own child: In husband-wife family"
05,129,PCT0240007,PCT0240005,PCT024,"Total: In households: Related child: Own child: In other family"
05,130,PCT0240008,PCT0240007,PCT024,"Total: In households: Related child: Own child: In other family: In male householder, no wife present family"
05,131,PCT0240009,PCT0240007,PCT024,"Total: In households: Related child: Own child: In other family: In female householder, no husband present family"
05,132,PCT0240010,PCT0240004,PCT024,"Total: In households: Related child: Other relatives"
05,133,PCT0240011,PCT0240010,PCT024,"Total: In households: Related child: Other relatives: Grandchild"
05,134,PCT0240012,PCT0240010,PCT024,"Total: In households: Related child: Other relatives: Other relatives"
05,135,PCT0240013,PCT0240002,PCT024,"Total: In households: Nonrelatives"
05,136,PCT0240014,PCT0240001,PCT024,"Total: In group quarters"
05,137,PCT0240015,PCT0240014,PCT024,"Total: In group quarters: Institutionalized population"
05,138,PCT0240016,PCT0240014,PCT024,"Total: In group quarters: Noninstitutionalized population"
05,139,PCT0250001,NA,PCT025,"Total"
05,140,PCT0250002,PCT0250001,PCT025,"Total: In households"
05,141,PCT0250003,PCT0250002,PCT025,"Total: In households: Householder or spouse"
05,142,PCT0250004,PCT0250002,PCT025,"Total: In households: Related child"
05,143,PCT0250005,PCT0250004,PCT025,"Total: In households: Related child: Own child"
05,144,PCT0250006,PCT0250005,PCT025,"Total: In households: Related child: Own child: Under 3 years"
05,145,PCT0250007,PCT0250005,PCT025,"Total: In households: Related child: Own child: 3 and 4 years"
05,146,PCT0250008,PCT0250005,PCT025,"Total: In households: Related child: Own child: 5 years"
05,147,PCT0250009,PCT0250005,PCT025,"Total: In households: Related child: Own child: 6 to 11 years"
05,148,PCT0250010,PCT0250005,PCT025,"Total: In households: Related child: Own child: 12 and 13 years"
05,149,PCT0250011,PCT0250005,PCT025,"Total: In households: Related child: Own child: 14 years"
05,150,PCT0250012,PCT0250005,PCT025,"Total: In households: Related child: Own child: 15 to 17 years"
05,151,PCT0250013,PCT0250004,PCT025,"Total: In households: Related child: Other relatives"
05,152,PCT0250014,PCT0250013,PCT025,"Total: In households: Related child: Other relatives: Under 3 years"
05,153,PCT0250015,PCT0250013,PCT025,"Total: In households: Related child: Other relatives: 3 and 4 years"
05,154,PCT0250016,PCT0250013,PCT025,"Total: In households: Related child: Other relatives: 5 years"
05,155,PCT0250017,PCT0250013,PCT025,"Total: In households: Related child: Other relatives: 6 to 11 years"
05,156,PCT0250018,PCT0250013,PCT025,"Total: In households: Related child: Other relatives: 12 and 13 years"
05,157,PCT0250019,PCT0250013,PCT025,"Total: In households: Related child: Other relatives: 14 years"
05,158,PCT0250020,PCT0250013,PCT025,"Total: In households: Related child: Other relatives: 15 to 17 years"
05,159,PCT0250021,PCT0250002,PCT025,"Total: In households: Nonrelatives"
05,160,PCT0250022,PCT0250021,PCT025,"Total: In households: Nonrelatives: Under 3 years"
05,161,PCT0250023,PCT0250021,PCT025,"Total: In households: Nonrelatives: 3 and 4 years"
05,162,PCT0250024,PCT0250021,PCT025,"Total: In households: Nonrelatives: 5 years"
05,163,PCT0250025,PCT0250021,PCT025,"Total: In households: Nonrelatives: 6 to 11 years"
05,164,PCT0250026,PCT0250021,PCT025,"Total: In households: Nonrelatives: 12 and 13 years"
05,165,PCT0250027,PCT0250021,PCT025,"Total: In households: Nonrelatives: 14 years"
05,166,PCT0250028,PCT0250021,PCT025,"Total: In households: Nonrelatives: 15 to 17 years"
05,167,PCT0250029,PCT0250001,PCT025,"Total: In group quarters"
05,168,PCT0250030,PCT0250029,PCT025,"Total: In group quarters: Institutionalized population"
05,169,PCT0250031,PCT0250030,PCT025,"Total: In group quarters: Institutionalized population: Under 3 years"
05,170,PCT0250032,PCT0250030,PCT025,"Total: In group quarters: Institutionalized population: 3 and 4 years"
05,171,PCT0250033,PCT0250030,PCT025,"Total: In group quarters: Institutionalized population: 5 years"
05,172,PCT0250034,PCT0250030,PCT025,"Total: In group quarters: Institutionalized population: 6 to 11 years"
05,173,PCT0250035,PCT0250030,PCT025,"Total: In group quarters: Institutionalized population: 12 and 13 years"
05,174,PCT0250036,PCT0250030,PCT025,"Total: In group quarters: Institutionalized population: 14 years"
05,175,PCT0250037,PCT0250030,PCT025,"Total: In group quarters: Institutionalized population: 15 to 17 years"
05,176,PCT0250038,PCT0250029,PCT025,"Total: In group quarters: Noninstitutionalized population"
05,177,PCT0250039,PCT0250038,PCT025,"Total: In group quarters: Noninstitutionalized population: Under 3 years"
05,178,PCT0250040,PCT0250038,PCT025,"Total: In group quarters: Noninstitutionalized population: 3 and 4 years"
05,179,PCT0250041,PCT0250038,PCT025,"Total: In group quarters: Noninstitutionalized population: 5 years"
05,180,PCT0250042,PCT0250038,PCT025,"Total: In group quarters: Noninstitutionalized population: 6 to 11 years"
05,181,PCT0250043,PCT0250038,PCT025,"Total: In group quarters: Noninstitutionalized population: 12 and 13 years"
05,182,PCT0250044,PCT0250038,PCT025,"Total: In group quarters: Noninstitutionalized population: 14 years"
05,183,PCT0250045,PCT0250038,PCT025,"Total: In group quarters: Noninstitutionalized population: 15 to 17 years"
05,184,PCT0260001,NA,PCT026,"Total"
05,185,PCT0260002,PCT0260001,PCT026,"Total: In family households"
05,186,PCT0260003,PCT0260002,PCT026,"Total: In family households: In husband-wife family"
05,187,PCT0260004,PCT0260002,PCT026,"Total: In family households: In other family"
05,188,PCT0260005,PCT0260004,PCT026,"Total: In family households: In other family: In male householder, no wife present family"
05,189,PCT0260006,PCT0260004,PCT026,"Total: In family households: In other family: In female householder, no husband present family"
05,190,PCT0260007,PCT0260001,PCT026,"Total: In nonfamily households"
05,191,PCT0270001,NA,PCT027,"Total"
05,192,PCT0270002,PCT0270001,PCT027,"Total: Unmarried partner of householder present"
05,193,PCT0270003,PCT0270002,PCT027,"Total: Unmarried partner of householder present: In family households"
05,194,PCT0270004,PCT0270003,PCT027,"Total: Unmarried partner of householder present: In family households: In male householder and male partner households"
05,195,PCT0270005,PCT0270003,PCT027,"Total: Unmarried partner of householder present: In family households: In male householder and female partner households"
05,196,PCT0270006,PCT0270003,PCT027,"Total: Unmarried partner of householder present: In family households: In female householder and female partner households"
05,197,PCT0270007,PCT0270003,PCT027,"Total: Unmarried partner of householder present: In family households: In female householder and male partner households"
